hotel_id,hotel_name,country,city,hotel_type,star_rating,total_rooms,hotel_facilities,hotel_description,nearby_attractions,latitude,longitude,website,customer_id,first_name,last_name,full_name,email,phone,birth_date,gender,country_customer,city_customer,address,postal_code,language_preference,loyalty_level_customer,registration_date,marketing_consent,booking_id,booking_date,checkin_date,checkout_date,nights,adults,children,infants,room_type,rooms_booked,booking_channel,special_requests,is_cancelled,cancellation_date,cancellation_reason,total_price,room_price,tax_amount,service_fee,paid_amount,payment_status,payment_method,booking_source,promotion_code,discount_amount,created_timestamp,updated_timestamp,created_by,booking_status,review_id,review_rating,review_title,review_text,review_date,helpful_votes,is_verified_review,reviewer_location,stay_date,trip_type,room_type_reviewed,source_system,created_at,updated_at
H00046,Castro-Duffy,Netherlands,Utrecht,Resort,5,350,"Pool,Gym,Spa",Treat type five chance. Yourself gun ground professor security few. Tree decision use.,Shopping Mall,31.51603,9999,http://www.sanders.org/,C0003258,Patricia,Ellis,Patricia Ellis,frances90@example.com,+1-461-617-9902x399,1986-11-05,Other,Slovakia,Kosice,"373 Abigail Street, Kosice",,de,Gold,2025-09-25,False,BKG_000000172,2025-06-18,2025-10-22,2025-10-31,9,3,1,2,suite,3,Phone,No requests,False,,,0,344.8,180.51,36.2,0,Refunded,Credit Card,Direct,   ,0.0,2024-03-31 14:51:24,2025-08-18 10:48:16,AGENT,Confirmed,REV_00000172,1,Window society difference control free.,Trial region glass whether quickly. Sort development positive toward.,2024-09-01,44,False,Fes,2024-12-17,Solo,suite,APIGateway,2024-03-31 14:51:24,2025-08-18 10:48:16
H00177,Burns-Hale,   ,Marrakesh,Resort,5,217,Free WiFi,Campaign nice work act able economic federal. Win television yourself stop.,"Beach,Museum,Park",7.557761,-157.411213,http://www.washington-bishop.com/,C0003382,Stephanie,Duke,Stephanie Duke,kayla98@example.com,,1972-01-31,F,Portugal,Porto,"4834 Pierce Tunnel, Porto",IX 17222,en,Platinum,2025-04-30,True,BKG_000000173,2025-01-06,2025-04-10,2025-04-16,6,2,0,0,suite,1,Agent,Extra bed,False,,,406.76,1164.98,227.0,98.53,145.9,Refunded,Debit Card,Airbnb,,147.63,2023-11-26 20:50:32,2025-09-03 15:52:19,API,Confirmed,REV_00000173,4,!!Civil leave win practice.,Particular toward person future. After unit relationship nothing site culture. Me test against behavior.,2024-04-20,15,False,Guangzhou,2025-04-22,Leisure,single,MobileApp,2023-11-26 20:50:32,2025-09-03 15:52:19
H00764,Baker and Sons,United Kingdom,Glasgow,City Hotel,3,413,Restaurant,Fight individual along between world community market. Technology many place administration enough.,Historic Site,-68.963443,78.367354,https://www.carter-bailey.biz/,C0000013,Kelsey,Davis,Kelsey Davis,osbornkara@example.org,431-687-2052x37895,1998-01-31,Other,Belgium,Ghent,"944 Emily Fords Apt. 644, Ghent",YQ 67346,es,Gold,2023-04-27,True,BKG_000000174,2025-08-12,2025-05-19,2025-05-28,9,2,2,Five,single,1,Phone,No requests,True,2024-12-18,Payment Failed,1914.2,1325.88,11.06,31.84,1673.54,Pending,Credit Card,Airbnb,NO_PROMO,123.61,2024-02-21 04:48:47,2025-09-05 12:44:39,SYSTEM,Cancelled,REV_00000174,9999,Determine book artist relate worker last.,Dark beat professor leave church fill in. Clearly you oil ready bit house.,2024-05-01,74,True,Cork,2025-02-05,Solo,single,APIGateway,2024-02-21 04:48:47,2025-09-05 12:44:39
H00121,--,Canada,Vancouver,Budget Hotel,1,247,"Pool,Gym,Spa",Loss yet crime seem. Understand fill group people officer.,   ,-76.257786,163.869673,http://www.best.com/,C0002504,Misty,!!Cherry,Misty !!Cherry,chelsearoman@example.com,392-718-8217,1978-12-18,M,Hungary,Debrecen,"438 Lauren Highway, Debrecen",QJ 57757,en,Platinum,2023-10-13,False,BKG_000000175,2025-10-19,2026-09-07,2026-09-07,1,2,2,1,suite,3,Agent,,True,2024-11-24,Customer Request,617.78,1383.69,51.66,4.04,601.05,Refunded,Debit Card,Direct,PROMO341,78.39,2025-02-24 04:58:47,2024-12-22 23:22:31,API,Pending,REV_00000175,4,Public miss west bill whom this.,"Conference crime grow care hour. Tax trial eight week.
Push sound wall project economy nice each.",2024-08-27,43,False,La Plata,2025-08-17,Business,single,LegacySystem,2025-02-24 04:58:47,2024-12-22 23:22:31
H00362,Abbott-Nguyen,Kenya,Mombasa,Budget Hotel,3,379,"Pool,Gym,Spa",Figure culture expert international beautiful. Lay central everyone go whose this dinner.,"Beach,Museum,Park",23.822811,51.959747,http://roberson-preston.com/,C0001801,Brittney,Nash,Brittney Nash,melanie08@example.net,968.718.3884x1481,1946-10-06,M,Norway,Tromsø,"580 Kelley Springs, Tromsø",LE 40795,de,,2024-06-20,True,BKG_000000176,2023-13-01,2024-11-25,2024-12-01,6,4,3,0,single...,1,Agent,,True,2025-04-05,Hotel Closed,511.4,1172.26,197.48,75.79,453.84,Pending,Debit Card,Airbnb,PROMO966,31.4,2024-03-11 09:43:55,2025-05-22 06:14:01,AGENT,Pending,REV_00000176,5,Cup rate remain account control instead.,"Seat enough large dinner gun talk. Factor center eye.
Office real job lose market himself him. Pick cost present both professor call according.",2025-02-28,98,False,Hiroshima,2025-03-12,Business,single,APIGateway,2024-03-11 09:43:55,2025-05-22 06:14:01
H00606,WIGGINS-CAMACHO,Serbia,Nis,Budget Hotel,2,147,"Pool,Gym,Spa",Line base ground pattern blue group admit. Peace animal firm lead leg young. Firm save common bank.,Historic Site,61.89022,-116.404965,https://www.martin.org/,C0003558,John,Jackson,John Jackson,richardthompson@example.com,,1970-09-19,F,Colombia,Medellín,"61864 Neal Ports, Medellín",SQ 24457,fr,Silver,2024-01-09,False,BKG_000000177,2025-07-27,2025-06-30,2025-07-11,11,1,3,0,single,2,Phone,No requests,False,,,1438.5,-1,71.0,,1215.23,Pending,PayPal,Booking.com,NO_PROMO,46.2,2024-01-11 14:46:42,2024-12-25 17:08:56,USER,Pending,REV_00000177,3,As listen with become wait community spring.,Mouth talk consider call. Wall every financial dog successful cultural. Agency sure fly fast such author force.,2024-06-27,4,True,Jakarta,2025-04-19,Couple,suite,CloudBooking,2024-01-11 14:46:42,2024-12-25 17:08:56
H00382,___,Portugal,Coimbra,City Hotel,3,29,Restaurant,Fish next somebody might easy financial local. Nearly only camera law ability.,"Beach,Museum,Park",-1,-120.737679,,C0001760,Melissa,Hicks,Melissa Hicks,ospence@example.com,486-274-1353x80631,1976-12-26,M,Norway,Oslo,"7443 Kirk Flat Apt. 716, Oslo",LV 30634,fr,Silver,2024-12-06,True,BKG_000000178,2025-08-27,2025-12-14,2025-12-19,5,,0,2,suite,3,Web,Late check-in,True,2025-04-30,Hotel Closed,1462.85,1424.08,299.34,53.65,,Pending,Credit Card,Expedia,PROMO265,122.39,0000-00-00,2025-07-18 23:47:54,AGENT,Confirmed,REV_00000178,1,Ask age someone party.,Head medical floor. Design thought and debate.,,3,False,Makati,2024-12-18,Solo,single,CloudBooking,0000-00-00,2025-07-18 23:47:54
H00471,Jones LLC,Slovakia,Kosice,Resort,5,9999,Free WiFi,Church clear concern glass soldier. Scientist citizen safe thing eight day commercial.,Shopping Mall,-65.380847,78.590645,https://www.andrews.net/,C0002510,Kristen,Banks,Kristen Banks,danielgould@example.org,+1-934-864-8807x275,1947-09-03,M,Czech Republic,Prague,"0703 Jones Forge Apt. 767, Prague",FV 88805,tr,Gold,2025-03-19,False,BKG_000000179,2025-02-22,2024-12-11,2024-12-19,8,4,0,0,double,3,Agent,,False,,,-1,624.08,212.7,99.36,0,Failed,Cash,Booking.com,PROMO924,-0.27,2025-05-26 12:02:27,!!2025-01-06 05:58:13,SYSTEM,Cancelled,REV_00000179,3,   ,Read director thing animal majority dark least. Week successful compare go left behavior president.,2024-02-06,100,False,Cusco,2025-06-23,Business,single,--,2025-05-26 12:02:27,!!2025-01-06 05:58:13
H00398,"Vasquez, Lopez and Wilson",France,Nice,Boutique,2,70,Free WiFi,Challenge group amount mission his kid. Instead father remember. Might Congress course.,"Beach,Museum,Park",-49.102798,-54.637597,--,C0004554,,Sandoval,None Sandoval,fmanning@example.net,430.990.1319x7935,1986-05-13,Other,Croatia,Dubrovnik,"023 Torres Plains, Dubrovnik",YO 10493,es,,2025-06-09,True,BKG_000000180,2024-07-29,02/30/2025,2025-11-18,11,1,3,1,double,1,Mobile App,Extra bed,False,,,737.01,1276.54,174.37,97.71,579.44,Pending,PayPal,Airbnb,NO_PROMO,83.41,,2025-07-24 18:42:30,API,Cancelled,REV_00000180,2,Money audience decade enough father land.,Under watch pretty off without hair. Popular color relate interesting generation task.,2025-01-13,72,!!False,Arequipa,2025-03-11,Solo,single,___,,2025-07-24 18:42:30
H00679,Salinas LLC,Serbia,novi sad,City Hotel,4,125,Restaurant,Conference deep avoid happen. Program community find Mrs.,Historic Site,44.447114,82.68713,https://www.whitehead.com/,C0000013,James,Beard,James Beard,jenniferedwards@example.net, 673.699.7568x42431 ,1985-12-11,Other,Switzerland,Zurich,"482 James Course Apt. 017, Zurich",SQ 32517,es,,2025-05-03,False,BKG_000000181,2025-07-21,2026-06-05,2026-06-12,7,1,2,2,Double,3,Phone,,True,2025-03-27,No Show,1374.41,1087.44,152.9,70.58,586.04,Pending,Paypal,Expedia,NO_PROMO,111.94,2025-07-31 09:10:57,2024-11-16 00:44:31,API,Cancelled,REV_00000181,5,Job issue suffer beat process from partner.,Election green reveal them. Prove wait director suddenly relationship affect and than. Morning step such place agent already.,2024-02-12,75,True,Copenhagen,2024-11-29,Business,double,MobileApp,2025-07-31 09:10:57,2024-11-16 00:44:31
H00370,Garcia-Adams,Philippines,Cebu,Business Hotel,5,71,"Pool,Gym,Spa",Best couple success purpose organization none concern. Wonder outside throw and.,"Beach,Museum,Park",71.495662,77.462342,https://fields.biz/,C0002839,Janice,Wallace,Janice Wallace,wrightjohn@example.net,654-959-3070x758,1991-10-16,Other,Vietnam,Hue,"9095 Booth Ridge, Hue",ZA 48142,fr,Bronze,2025-10-02,False,BKG_000000182,2025-03-19,2026-01-29,2026-02-03,5,3,2,1,suite,3,Phone,Extra bed,False,,,1397.46,136.05,65.74,2.67,,Refunded,--,Expedia,PROMO304,44.72,2024-08-19 03:54:16,2025-04-13 17:17:39,API,Cancelled,REV_00000182,2,Ok organization discuss ground assume far exactly.,True environment religious six change example way. Practice few always threat. Building when see.,2024-03-22,39,True,Aalborg,2024-12-02,Solo,,APIGateway,2024-08-19 03:54:16,2025-04-13 17:17:39
H00850,"Mercado, Russell and Perry",!!Thailand,Chiang Mai,Resort,-1,277,Restaurant,???,Shopping Mall,-32.084173,142.026033,!!https://reyes-johnson.com/,C0000791,Abigail,Matthews,Abigail Matthews,andersoncindy@example.net,(722)723-8184,1965-11-08,F,France,Marseille,"1435 Marvin Station Suite 612, Marseille",YN 27397,en,Platinum,2025-02-16,True,BKG_000000183,2024-05-08,2026-02-25,2026-03-03,6,4,1,1,double,2,Phone,Extra bed,False,,,1151.77,762.17,290.9,97.26,132.01,Paid,   ,TravelAgency,,59.4,2024-01-12 00:34:26,2025-01-18 06:16:29,AGENT,Cancelled,REV_00000183,5,So teach number cultural save modern.,"military hear pass work. old seat it rock.
through education accept. leg same serve fish cup question. spring easy page sort when.",2023-13-01,72,True,Ankara,2025-09-12,Couple,single,MobileApp,2024-01-12 00:34:26,2025-01-18 06:16:29
H00822,Lopez and Sons,Morocco,Marrakesh,Luxury Hotel,4,305,Free WiFi, Notice low price. ,Historic Site,88.297425,-142.630647,http://flynn.info/,C0001998,Gregory,James,Gregory James,frobbins@example.com,(874)610-9665x996,1990-10-07,Other,China,Beijing,"90317 Rebecca Mill, Beijing",OM 73195,de,   ,2023-05-20,True,BKG_000000184,2024-08-23,2025-06-07  ,2026-02-27,13,2,1,1,single,1,Mobile App,Extra bed,False,,,-1,1167.26,66.93,80.92,0,Paid,PayPal,TravelAgency,PROMO588,-1,2025-04-18 03:37:50,2025-07-01 13:56:37,USER,Confirmed,REV_00000184,5,Process agent culture describe more side.,"Kid similar sort white. Want method impact surface.
On understand consumer. Common late rich sell item. Half ready power arrive study special three.",2025-08-18,,True,Antwerp,2025-10-09,Family,double,CloudBooking,2025-04-18 03:37:50,2025-07-01 13:56:37
H00035,"Jennings, Welch and Garza",Finland,Espoo,City Hotel,3,387,Free WiFi,Sit among book law political. Ago last bed design model.,"Beach,Museum,Park",-31.115019,-46.58897,http://allen.com/,C0000871,Sonya,Davis,Sonya Davis,rebecca12@example.org,(662)768-0174,1950-04-11,,India,New Delhi,"2701 Robin Shoals Apt. 602, New Delhi",EM 76292,de,___,2024-01-08,True,BKG_000000185,2025-10-08,2025-10-12,2025-10-21,9,1,3,0,single,3,Phone,No requests,False,,,1320.6,1376.68,288.11,83.26,1273.27,Paid,Credit Card,Expedia,___,9.78,2024-01-03 15:59:52,2025-07-10 15:19:16,___,Cancelled,REV_00000185,2,Couple right apply yes account.,"Return similar upon practice. Stand audience bad.
Majority agree interesting require where part husband. Successful quickly dinner probably note.",2024-11-28,48,False,Florence,!!2025-05-24,Solo,double,CloudBooking,2024-01-03 15:59:52,2025-07-10 15:19:16
H00127,Gonzales-Ramirez,Israel,Haifa,Business Hotel,5,376,Free WiFi, Hard side indeed democratic. And couple floor. Old class cell morning. ,Historic Site,86.63777,97.804374,https://clark.com/,C0001503,Patricia,!!Williams,Patricia !!Williams,,955-494-2882x545,1997-03-13,Other,United States,Chicago,"!!932 Gallegos Locks, Chicago",PO 56526,en,Platinum,2025-03-04  ,True,BKG_000000186,2024-07-07,2025-10-19,2025-10-29,10,0,3,1,suite,1,Web,,True,2025-07-04,No Show,1041.19,1480.75,33.58,13.93,468.12,Paid,PayPal,Booking.com,NO_PROMO,154.49,2025-06-10 16:05:23,2025-02-24 13:32:49,USER,Cancelled,REV_00000186,3,Traditional card yes paper responsibility thought far prepare.,Half many clear movement argue behind. And forget behavior source sister cover. Baby especially suddenly commercial.,2025-02-07,43,True,Belo Horizonte,2025-07-07,Couple,suite,MobileApp,2025-06-10 16:05:23,2025-02-24 13:32:49
H00687,Harmon-Singh,India,Chennai,Luxury Hotel,3,370,Free WiFi,Black include product. Produce speech very administration some administration.,"Beach,Museum,Park",-22.223432,136.926598,https://www.james.com/,C0000679,Shawn,Green,Shawn Green,christopher18@example.net,815.230.8658,1992-12-07,Other,Finland,Espoo,"06841 Yvonne Corner Apt. 563, Espoo",KS 67834,tr,,2023-12-15,TRUE,BKG_000000187,!!2025-03-17,2023-13-01,2026-01-17,,4,3,1,suite,1,Web,,False,,,1097.8,535.61,222.68,83.26,537.62,Paid,Debit Card,Airbnb,,196.35,2024-07-24 03:41:08,2024-12-11 13:37:55,SYSTEM,Pending,REV_00000187,4,One sometimes month first.,   ,2025-06-20,45,True,Budapest,2024-11-23,Couple,suite,APIGateway,2024-07-24 03:41:08,2024-12-11 13:37:55
H00960,Lara-Nelson,Romania,Brasov,Business Hotel,4,229,"Pool,Gym,Spa",Onto address improve require after eat. Feeling result no team seat.,"Beach,Museum,Park",-44.673968,-131.84575, http://www.brown.net/ ,C0000488,Robin,Williams,Robin Williams,englishmegan@example.org,629.400.4009,1971-10-04,Other,Germany,Frankfurt,"42396 Alison Tunnel, Frankfurt",JE 38715,es,Gold,2023-04-08,False,BKG_000000188,2024-10-13,2025-02-17,02/30/2025,4,1,,1,suite,3,Phone,Extra bed,False,,,9999,366.49,,,8232.23,Refunded,,Direct,NO_PROMO,167.08,2024-03-01 13:16:24,2025-05-03 02:46:14,SYSTEM,Pending,REV_00000188,1,Size side quickly imagine bank possible.,Station home most available listen. Too decision eat his affect radio task social.,"Jan 32, 2025",99,False,Gdansk,2024-12-23,Leisure,single,APIGateway,2024-03-01 13:16:24,2025-05-03 02:46:14
H00968,Baker-House...,Belgium,Brussels,!!Business Hotel,2,385,Restaurant,"Rise though because keep mind main.
Base cut education move. Put beat seem leave.","Beach,Museum,Park",-58.531601,,https://jimenez.info/,C0001186,Brian,--,Brian --,uwang@example.org,828-936-9554x52371,1983-05-21,Other,Switzerland,Zurich,"434 Eric Mount Suite 371, Zurich",HB 35940,es,Silver,2025-09-11,True,BKG_000000189,2025-05-09,2025-08-08,2025-08-18,10,1,1,2,single,9999,Agent,Late check-in,False,,,1457.81,895.25,166.48,14.06,471.06,Pending,Debit Card,???,NO_PROMO,166.11,2025-08-18 21:47:10,2025-02-03 21:41:52,AGENT,Confirmed,REV_00000189,1,Between shake detail others.,"Analysis speak community here win hit child.
Put claim sure probably order heavy. Try officer live determine shoulder rate.",2024-09-06,12,True,Venice,2025-04-26,Leisure,suite,CloudBooking,2025-08-18 21:47:10,2025-02-03 21:41:52
H00490,Brown-Hernandez,Sweden,???,Resort,1,298,"Pool,Gym,Spa",Put project range beyond past with sister. Hair face machine both determine onto personal apply.,Shopping Mall,50.901817,Ten,http://www.harrison-bailey.com/,C0003321,Daniel,Wright,Daniel Wright,danielle37@example.net,864.440.6994,1961-01-15,F,Singapore,Singapore," 922 Ramos Stravenue, Singapore ",HK 98188,tr,Silver,2023-08-13,False,BKG_000000190,2025-01-21,2026-01-04,2026-01-15,11,2,1,,suite,3,Mobile App,Extra bed,False,,,918.01,467.0,212.0,69.41,382.94,Refunded,???,Airbnb,NO_PROMO,123.11,2024-06-24 00:05:34,"Jan 32, 2025",API,Pending,REV_00000190,4,Seat final step side develop.,Pm once shake use course team. Campaign air get everyone company. New stop official page land.,2024-03-28,,False,Zurich,2025-08-24,Leisure,single,CloudBooking,2024-06-24 00:05:34,"Jan 32, 2025"
H00730,Gonzalez-Palmer,Vietnam,Hanoi,City Hotel,5,49,"Pool,Gym,Spa",Fear general check once. Wonder hotel sport. Candidate sport nor or different increase.,Shopping Mall,82.688868,89.164691,   ,C0004572,Christopher,Martinez,Christopher Martinez,lwilliams@example.org,(362)904-5611,1973-06-12,F,United States,Los Angeles,"13541 Gerald Corner, Los Angeles",ZA 53864,tr,,2024-02-06,False,BKG_000000191,2025-02-22,2026-08-14,2026-08-15,1,2,3,0,single,1,Agent,No requests,False,,,260.7,774.67,254.08,84.16,238.63,Failed,Cash,Airbnb,,51.69,2024-03-27 09:14:15,2025-09-02 03:19:44,API,Cancelled,REV_00000191,4,Close floor very other.,"Keep explain minute. Impact staff exist lawyer blue team method.
Where baby wrong future trouble standard. Out per mouth moment impact.",2024-08-18,15,False,Nitra,2025-03-02,___,   ,CloudBooking,2024-03-27 09:14:15,2025-09-02 03:19:44
H00207,"Blanchard, Reed and Shaffer",Netherlands,The Hague,City Hotel,3,38,Free WiFi,Product oil above behavior. Grow five left how.,Historic Site,-41.678601,-101.788794,http://www.giles-riddle.com/,C0001974,Elizabeth,Rodriguez,Elizabeth Rodriguez,rmcdonald@example.com,583.292.0614,1994-12-29,M,China,Hangzhou,"39521 Hernandez Valley Apt. 787, Hangzhou",LM 51236,de,,2023-06-02,False,BKG_000000192,2025-06-05,2026-02-18,2026-02-21,9999,2,2,2,suite,2,Phone,No requests,True,2025-06-09,,613.61,824.61,78.39,12.35,396.06,Refunded,PayPal,Booking.com,NO_PROMO,134.86,2025-09-21 02:17:57,2025-03-22 20:10:46,API,Pending,REV_00000192,5,Her local take fight ever ball wear.,"Message offer player shoulder. Friend mind item local interview trip.
Protect note push perform learn fight. Through yet describe per send notice.",2025-09-15,70,True,Warsaw,2025-10-08,Business,double,APIGateway,2025-09-21 02:17:57,2025-03-22 20:10:46
H00749,"Roberson, Davidson and Lara",Poland,Krakow,Resort,3,385,Free WiFi,Whose would become citizen international require. Hope word citizen first Mrs get.,Shopping Mall,55.708622,120.106532,http://robinson.com/,C0004000,Nicole,Lee,Nicole Lee,stodd@example.net,408.787.1059,1966-04-30,F,Turkey,Bursa,"4733 Moss Via, Bursa",GO 27103,tr,Platinum,2022-11-22,False,BKG_000000193,2024-11-21,2025-05-15,2025-05-22,7,2,1,1,single,2,Web,No requests,False,,,549.54,1052.29,216.25,69.13,309.04,Paid,Debit Card,Direct,,164.3,2025-02-06 17:29:29,2025-10-25 09:27:16,API,Cancelled,REV_00000193,4,Cold sense still both media.,"Back size skin onto true.
Hair owner allow summer. Hand structure quality until.
Or along prove information. Campaign crime learn lawyer place oil.",2024-07-08,39,True,Barranquilla,2025-03-07,Family,suite,!!APIGateway,2025-02-06 17:29:29,2025-10-25 09:27:16
H00797,Gibson-Johnson,Croatia,Split,Resort,1,84,Restaurant,Charge wish second argue.,Shopping Mall,-61.380426,65.355703,--,C0000206,Katie,Peterson,Katie Peterson,jwise@example.net,4242955887,1982-08-16,M,Canada,Ottawa,"04267 Mary Turnpike Apt. 500, Ottawa",II 65834,fr,Silver,2024-06-16,True,BKG_000000194,2025-08-09,2026-09-09,2026-09-17,8,3,3,0,single,3,Mobile App,No requests,False,,,1395.45,1229.9,167.62,9999,1163.37,Paid,Cash,Airbnb,NO_PROMO,161.02,2025-04-08 08:45:03,2025-07-04 06:42:51,API,Pending,REV_00000194,4,Action under happen show assume enough.,Until officer night quality us during institution. Control season chance husband represent. Grow better ok point weight impact fly sort.,2024-03-18,19,False,Rijeka,2025-02-05,Solo,single,CloudBooking,2025-04-08 08:45:03,2025-07-04 06:42:51
H00226,Jones-Hall,___,Istanbul,Business Hotel,2,317,"Pool,Gym,Spa",Same section energy participant us who enter. He fly question meet. Main heart sound increase.,Historic Site,46.01568,-120.859624,http://www.perez.net/,C0003271,--,Thompson,-- Thompson,sbooker@example.org,642.450.8894x2182,1980-09-16,F,Turkey,Bursa,"70581 Parker Mission Suite 645, Bursa",HI 22120,de,Bronze,2024-11-10,False,BKG_000000195,2023-12-07,2025-02-04,2025-02-09,5,1,1,0,single,3,Phone,No requests,False,,,620.23,773.66,84.38,20.7,409.64,PENDING,Credit Card,Direct,Promo961,44.01,2024-08-05 09:25:48,2025-05-18 01:54:59,API,Pending...,REV_00000195,3,Possible skin themselves trouble under public minute.,Behind daughter study service newspaper religious under. Brother artist reach watch you. Else able blood conference magazine which.,2025-07-06,52,False,Perth,2025-10-16,   ,double,MobileApp,2024-08-05 09:25:48,2025-05-18 01:54:59
